GEDIV,GTMETSTA,GTCBSASZ,PESEX,PRTAGE,PEEDUCA,PUWK,PTS16E
4,1,6,1,54,39,1,60
4,1,6,2,53,43,1,20
4,1,6,2,67,44,1,50
4,2,0,1,55,42,1,24
4,2,0,2,57,44,1,50
4,2,0,2,54,43,1,36
4,2,0,1,50,41,1,20
4,2,0,2,49,39,1,52
4,2,0,1,59,39,1,100
4,2,0,2,62,42,1,50
4,2,0,2,60,41,1,10
4,2,0,1,61,41,1,11
4,1,6,1,62,43,1,200
4,1,6,2,74,43,3,240
4,1,0,1,64,45,1,24
4,1,0,2,62,43,2,24
4,1,0,1,28,40,1,12
4,1,0,2,37,43,1,80
4,1,0,2,58,42,1,2
4,1,0,1,57,39,1,2
4,1,3,2,62,42,2,200
4,1,5,2,61,44,1,15
4,1,5,1,70,43,1,50
4,1,5,2,34,46,1,96
4,1,5,2,25,39,2,500
4,1,5,2,74,42,2,10
4,1,6,1,71,42,1,100
4,1,6,1,58,44,1,4
4,1,6,2,48,44,1,5
4,1,6,1,42,43,1,96
4,1,6,2,49,39,1,12
4,1,6,1,38,44,1,4
4,1,6,2,39,44,1,10
4,1,6,1,39,46,1,5
8,2,0,2,47,41,1,2
8,2,0,1,47,41,1,12
8,2,0,2,39,43,1,5
8,2,0,2,72,40,3,100
8,2,0,1,74,46,3,70
8,2,0,1,31,41,1,20
8,2,0,2,76,39,3,120
8,1,0,2,79,43,3,288
8,2,0,1,64,43,3,50
8,2,0,2,61,43,1,50
8,1,2,2,25,43,1,40
8,1,2,2,32,41,2,10
4,2,0,1,75,46,3,50
4,2,0,2,73,39,3,30
4,2,0,1,54,44,1,6
4,2,0,2,51,43,1,12
4,1,4,1,57,43,1,8
4,2,0,2,75,40,3,25
4,1,4,2,48,46,1,25
4,1,4,1,47,44,1,150
4,1,4,1,39,44,1,10
4,1,4,2,32,39,1,6
4,1,0,1,27,40,1,24
4,1,0,2,29,43,1,10
4,1,0,2,47,43,1,12
4,1,0,2,69,40,3,24
4,1,0,2,39,43,1,40
4,1,0,1,43,43,1,200
4,1,0,2,28,43,1,100
4,2,0,2,49,44,2,24
4,1,4,2,40,43,1,192
4,1,4,1,40,43,1,190
4,1,4,2,62,43,1,60
8,1,5,2,24,43,1,100
8,2,0,2,53,40,2,6
8,1,0,2,36,43,2,200
8,1,0,1,74,44,3,20
8,1,0,2,72,43,3,20
8,1,4,1,72,40,3,6
8,1,4,1,26,44,1,12
8,1,2,1,27,40,1,8
8,2,0,2,30,44,1,36
8,2,0,1,45,43,1,208
4,1,0,2,50,44,1,48
4,1,0,1,74,40,3,100
4,2,0,2,71,43,3,1
4,2,0,1,50,46,1,12
7,1,5,2,51,40,1,2
7,1,5,1,34,43,1,2
7,1,5,1,54,44,1,5
7,1,4,2,69,39,3,13
9,1,5,1,42,43,1,20
9,1,2,2,42,44,1,4
9,1,3,1,40,40,1,15
9,1,0,1,56,40,1,18
9,1,5,2,32,43,1,100
4,2,0,1,63,39,1,50
4,2,0,2,30,40,1,2
4,2,0,1,64,41,1,6
4,2,0,2,38,39,1,75
4,2,0,2,69,39,3,48
4,2,0,1,70,39,1,48
4,2,0,1,67,45,1,25
4,2,0,2,66,40,1,8
4,2,0,1,80,40,3,500
4,2,0,2,51,44,2,500
4,1,2,2,37,44,1,48
4,1,2,1,36,45,1,12
4,1,2,1,46,43,1,175
4,1,2,2,43,43,1,84
4,2,0,1,67,43,3,10
4,2,0,2,63,43,3,10
7,1,5,2,50,40,1,4
7,1,5,2,43,43,1,5
7,1,5,1,69,40,3,100
7,1,5,2,72,39,3,100
7,1,5,1,25,39,1,4
7,1,7,1,38,40,1,240
7,1,7,2,33,40,1,100
7,1,7,2,41,42,1,10
7,1,7,2,37,44,1,24
7,1,7,1,33,43,1,5
7,1,7,2,30,43,1,12
7,1,7,1,35,36,1,3
7,1,7,1,26,44,1,4
7,1,7,1,38,45,1,30
7,1,7,2,35,45,1,100
7,1,7,2,43,43,1,500
7,1,7,2,80,42,3,200
7,1,7,1,57,43,1,3
7,1,4,1,35,44,1,12
7,1,4,2,35,46,1,20
7,1,7,2,31,43,1,54
7,1,2,1,70,44,3,20
7,1,7,2,53,44,1,4
7,1,7,2,80,39,3,72
7,1,7,1,80,36,3,72
7,1,7,1,73,39,1,4
7,1,7,2,55,41,1,4
7,1,7,1,31,42,1,10
7,1,7,2,31,43,1,10
7,1,4,2,46,45,1,5
7,1,3,1,35,39,1,2
7,1,3,2,59,41,1,8
7,1,3,2,45,41,1,40
7,1,3,1,18,39,2,100
7,1,7,1,69,43,2,192
7,1,7,2,35,44,1,10
7,1,7,2,47,40,1,10
7,1,7,1,46,40,1,10
7,1,3,1,38,39,1,2
7,1,3,2,26,39,2,2
7,1,5,1,31,44,1,30
7,1,5,2,74,46,3,350
7,2,0,1,61,39,3,12
7,2,0,1,61,40,1,100
7,2,0,2,66,40,1,100
7,2,0,2,47,44,1,4
7,2,0,1,20,40,1,10
7,1,5,2,66,44,1,25
7,1,5,1,41,44,1,8
7,1,5,2,34,44,1,20
7,1,5,2,49,44,2,156
7,1,5,2,68,43,3,20
8,1,4,2,38,43,1,100
8,1,4,1,34,45,1,100
8,1,4,2,33,43,2,100
8,1,4,1,44,44,1,12
8,1,4,2,60,43,2,500
8,1,4,2,25,43,1,82
8,1,4,2,27,39,1,120
8,1,5,2,36,39,1,5
8,1,5,1,39,39,1,5
8,1,5,2,30,45,1,10
8,1,5,2,60,39,3,100
8,1,5,2,38,43,2,300
8,1,5,1,37,40,1,200
8,1,5,1,61,43,1,150
8,1,5,2,62,40,2,250
8,1,5,2,70,44,2,12
8,1,5,2,51,46,1,20
8,1,5,2,60,43,1,100
8,1,5,1,42,46,1,52
8,1,5,2,38,43,1,52
8,1,5,2,70,39,3,40
8,1,4,1,23,39,1,3
8,1,4,2,24,40,1,30
8,1,4,1,23,40,1,48
8,1,4,2,33,42,2,54
8,1,4,1,35,39,1,42
9,1,3,1,39,42,1,72
9,1,3,2,38,43,1,120
9,1,5,2,41,44,1,15
9,1,0,2,42,43,1,108
9,2,0,2,35,41,1,75
9,1,6,2,56,43,2,4
9,1,6,2,30,43,1,4
9,1,6,1,68,43,1,250
9,1,6,2,67,43,2,180
9,1,6,2,38,44,1,12
9,1,6,1,40,45,1,5
9,1,6,2,24,44,1,52
9,1,6,1,50,42,1,240
9,1,6,1,43,39,1,2
9,1,6,2,85,40,3,24
9,1,6,2,39,34,1,12
9,1,0,2,35,42,1,20
9,1,0,2,44,42,2,36
3,1,3,2,60,43,1,24
3,2,0,2,26,39,1,2
3,1,4,1,69,43,3,312
3,1,4,2,69,43,3,48
3,1,4,2,74,43,3,500
3,1,4,2,48,43,1,5
3,1,5,2,53,40,1,20
3,1,5,2,37,43,1,150
3,1,5,2,61,43,3,175
3,1,5,1,80,44,3,175
3,1,5,1,26,37,2,60
3,2,0,1,65,43,1,150
3,1,2,1,80,43,3,3
3,1,5,2,50,44,1,8
3,1,5,2,25,43,1,10
3,1,5,1,54,43,1,10
3,1,5,1,43,43,1,5
3,1,5,2,61,43,1,100
3,2,0,2,65,39,1,20
3,1,2,1,29,43,1,8
3,1,2,1,48,40,1,50
3,2,0,2,43,46,1,48
3,2,0,1,43,41,1,48
3,2,0,1,60,39,1,150
8,2,0,2,43,43,1,250
8,2,0,1,44,43,1,300
8,2,0,1,62,45,1,400
8,2,0,2,49,40,2,36
8,2,0,2,26,43,2,15
8,2,0,2,68,42,2,312
8,2,0,1,71,44,3,500
8,2,0,2,66,40,1,55
8,1,0,2,65,40,3,10
8,1,0,1,66,40,3,110
8,1,0,2,58,42,1,500
8,1,0,1,61,39,1,20
8,1,0,2,43,40,2,40
8,1,0,1,32,44,1,72
8,2,0,2,43,46,1,10
8,2,0,1,45,46,1,10
8,2,0,1,60,42,3,20
8,2,0,2,68,39,3,20
8,2,0,1,59,39,1,35
8,2,0,1,80,43,3,6
8,2,0,2,79,43,3,6
8,2,0,2,34,40,2,7
8,2,0,1,32,40,1,7
8,2,0,2,33,43,2,144
8,2,0,1,34,44,1,140
8,2,0,1,62,38,1,2
8,2,0,2,59,39,1,2
9,1,0,2,56,40,1,15
9,1,0,2,56,44,2,260
9,1,0,2,39,42,2,50
9,1,0,1,42,44,1,30
8,1,6,2,48,40,1,24
7,2,0,1,59,40,1,30
7,1,3,1,19,40,2,25
7,1,0,1,72,43,2,500
7,1,4,2,44,40,1,20
7,1,4,1,43,43,1,20
7,1,4,1,39,40,1,100
7,1,4,2,39,40,2,24
7,1,4,1,29,43,1,12
7,1,4,2,75,40,3,50
7,1,4,1,41,43,1,200
9,1,4,2,52,43,1,120
9,1,4,1,48,40,1,12
9,1,4,1,66,43,3,12
9,1,4,1,58,43,2,20
9,1,4,2,65,39,2,6
8,1,4,2,39,44,1,156
8,1,4,1,51,43,1,5
8,1,0,1,39,42,1,30
8,1,4,2,37,41,2,12
8,1,4,1,40,41,1,5
8,2,0,2,22,40,1,36
8,2,0,2,21,40,1,1
8,2,0,2,22,42,1,3
8,2,0,1,38,39,1,80
3,2,0,1,37,39,1,15
4,1,5,1,29,42,1,10
4,1,5,1,27,45,1,20
4,1,5,2,28,44,1,20
4,1,2,1,46,43,1,100
4,1,2,2,54,43,1,100
4,1,6,1,23,39,1,50
8,1,0,2,39,36,1,40
8,2,0,2,54,40,1,12
8,2,0,1,54,40,1,6
8,2,0,2,70,43,3,5
8,2,0,1,49,39,2,50
8,2,0,2,28,43,1,50
8,2,0,2,37,43,2,11
8,2,0,2,23,43,1,10
8,1,0,2,41,44,1,20
4,2,0,1,50,43,1,5
4,2,0,2,50,43,1,3
4,1,0,1,41,43,1,175
4,1,0,2,40,43,1,250
4,1,4,1,57,41,2,20
4,1,4,2,55,41,2,20
8,1,5,2,46,40,1,40
8,1,4,2,68,46,3,200
8,1,4,1,75,42,3,52
8,1,4,2,73,41,3,100
8,1,4,2,44,40,1,500
8,1,4,1,40,40,1,12
8,1,4,2,36,42,2,12
8,1,4,2,32,39,1,25
8,2,0,2,34,44,1,15
8,2,0,2,80,41,3,50
8,1,2,2,73,42,3,30
4,2,0,2,57,39,1,10
4,1,0,1,39,39,1,100
4,1,0,1,67,42,3,30
4,1,0,2,69,43,3,30
4,1,2,2,25,41,2,12
4,1,0,2,27,43,1,120
7,1,5,2,36,39,1,450
7,1,5,1,36,43,1,450
7,1,5,2,49,43,1,24
7,1,4,1,28,39,1,416
7,1,4,2,30,40,2,416
7,1,5,1,34,42,1,115
7,1,4,1,36,39,1,100
7,1,4,2,32,39,1,200
9,1,5,2,51,40,1,10
9,1,2,2,47,43,1,48
9,1,0,1,41,43,1,15
9,1,0,2,41,44,1,8
9,1,5,2,40,44,1,20
9,1,5,2,48,44,1,500
9,1,5,1,31,43,1,2
9,1,5,2,34,39,1,80
9,1,5,1,33,39,1,100
4,2,0,2,69,40,1,6
4,2,0,1,71,40,1,10
4,2,0,2,72,39,3,103
4,2,0,1,75,44,3,4
9,2,0,2,55,43,1,120
9,1,6,1,32,39,2,96
8,2,0,1,39,39,1,50
8,2,0,2,20,40,2,8
8,2,0,2,20,40,1,5
8,2,0,2,28,43,1,48
8,2,0,1,41,31,1,3
8,2,0,2,42,43,1,6
8,2,0,2,80,39,3,24
8,2,0,1,37,39,2,30
8,2,0,2,52,40,1,24
8,2,0,1,46,38,1,20
8,2,0,1,43,41,1,100
8,2,0,2,66,40,3,8
8,2,0,2,33,39,1,12
8,2,0,1,34,39,1,12
8,2,0,2,27,40,1,100
8,2,0,2,51,42,1,30
6,1,2,1,71,43,3,200
6,1,2,2,31,39,1,20
6,1,2,2,59,39,2,5
6,1,3,2,32,44,1,5
6,1,5,1,74,40,3,25
6,1,5,2,69,39,3,10
9,1,0,2,52,43,1,10
9,1,0,1,49,43,1,30
9,1,0,2,39,42,1,80
9,1,0,1,39,39,1,400
9,1,0,2,53,46,1,150
9,1,0,2,63,43,1,40
9,1,0,2,32,43,1,500
9,2,0,2,27,43,1,60
8,1,6,1,51,44,1,50
8,1,6,2,64,42,1,12
8,1,6,1,40,43,1,4
8,1,6,2,38,42,1,4
8,1,6,1,34,44,1,20
8,1,6,2,63,44,1,10
8,1,6,1,58,43,3,8
8,1,6,2,49,43,1,8
8,1,6,1,38,40,1,4
8,1,4,2,55,44,1,10
8,1,2,2,30,43,1,52
8,1,2,1,33,37,1,156
7,2,0,1,80,44,3,260
7,2,0,2,80,43,3,156
7,1,0,1,44,40,1,6
7,1,0,1,28,43,1,15
7,1,2,1,38,42,1,10
7,1,4,2,21,40,2,25
7,1,3,2,55,44,1,24
9,1,6,1,39,36,1,12
9,1,6,2,80,44,3,4
9,1,4,1,49,44,1,100
9,1,7,1,57,43,1,2
9,1,7,2,56,43,1,1
9,1,7,2,53,43,1,20
9,1,7,1,47,44,1,40
9,1,7,1,50,43,1,2
9,1,7,2,34,44,1,72
9,1,7,1,35,44,1,72
9,1,7,2,66,43,3,90
9,1,7,2,66,43,3,192
9,1,7,2,41,40,1,150
9,1,7,1,41,46,1,40
9,1,7,2,41,43,1,40
9,1,7,1,57,43,1,12
9,1,5,2,58,43,1,48
9,1,5,2,74,40,3,50
9,1,5,2,29,43,2,10
9,1,6,2,20,40,2,12
9,1,6,2,20,40,1,36
9,1,6,2,19,40,2,6
9,1,5,2,72,43,3,500
9,1,5,2,60,40,3,24
9,1,5,2,42,40,1,100
9,1,5,1,46,39,1,100
9,1,6,1,35,46,1,5
9,1,6,2,35,44,1,30
9,1,6,2,60,43,1,10
9,1,6,2,75,34,3,24
9,1,6,2,37,43,1,40
9,1,6,1,70,43,1,12
9,1,3,2,66,43,3,5
9,1,6,2,61,40,1,4
9,1,6,2,37,43,2,4
9,1,5,1,20,40,2,4
9,1,3,1,59,43,3,16
9,1,3,2,53,43,1,8
9,1,3,2,48,43,1,100
9,1,3,2,71,43,3,20
9,1,4,2,68,44,1,45
9,1,4,1,68,44,3,40
9,1,4,2,45,46,1,5
8,1,6,2,41,44,1,30
8,1,6,2,27,43,1,2
8,2,0,2,42,43,1,60
8,2,0,1,43,43,1,60
8,2,0,2,47,43,1,120
8,1,3,2,79,43,3,60
8,1,3,1,68,44,3,50
8,1,3,2,53,44,3,24
8,1,3,1,80,42,3,96
8,1,6,1,58,44,1,75
8,1,4,1,53,44,1,24
8,1,4,2,55,44,1,24
8,2,0,1,63,40,1,500
8,2,0,2,66,44,3,200
8,1,6,2,51,43,1,120
8,1,3,2,68,43,3,160
8,1,3,1,67,43,3,35
1,1,4,1,41,45,1,2
1,1,4,2,40,43,2,20
1,1,4,2,44,44,1,30
1,1,4,2,45,43,1,30
1,1,5,1,49,43,1,12
1,1,5,2,58,44,1,4
1,1,4,2,51,44,1,10
1,1,4,2,33,39,1,62
5,1,2,1,20,40,1,10
5,1,2,1,51,46,1,4
5,1,2,2,58,39,2,80
5,1,7,1,44,46,1,100
5,1,7,2,43,40,2,100
5,1,7,2,75,43,3,100
5,1,7,2,32,43,1,15
5,1,3,2,57,44,1,25
5,1,3,1,65,41,1,18
5,1,7,2,36,40,1,40
5,1,7,2,48,43,1,500
5,1,7,1,80,39,3,300
5,1,7,1,56,46,1,2
5,1,7,2,39,44,1,500
5,1,7,1,46,44,2,300
5,1,7,2,54,43,1,364
5,1,7,2,63,46,1,12
5,1,7,2,46,44,1,25
5,1,7,1,30,43,2,80
5,1,7,2,48,45,1,5
5,1,7,1,40,44,1,3
5,1,7,1,50,44,1,4
5,1,4,2,59,43,1,240
5,1,7,2,50,43,1,10
5,1,3,2,63,40,1,5
5,1,5,2,71,44,3,24
5,1,5,2,66,43,1,100
5,1,5,2,49,44,1,50
5,1,5,2,57,43,1,60
5,1,7,2,43,44,2,48
5,1,7,1,50,44,1,36
5,1,6,2,48,41,1,100
5,1,6,1,28,43,1,20
5,2,0,2,70,39,3,30
5,2,0,2,53,44,1,24
5,2,0,2,71,40,1,192
5,1,7,2,36,42,1,48
5,1,7,2,52,44,1,26
5,1,7,1,51,43,1,50
5,1,7,2,58,40,1,3
5,1,7,1,63,40,1,100
9,1,4,2,65,44,1,72
9,1,4,1,43,40,2,110
9,1,4,1,23,43,1,60
8,1,4,2,65,40,3,500
8,1,4,2,30,43,1,45
8,1,4,1,34,39,1,36
3,2,0,1,30,43,1,10
3,2,0,2,23,43,1,10
3,1,2,2,20,40,2,48
3,1,7,2,32,45,1,5
3,1,7,1,31,43,1,50
3,1,7,2,39,44,1,250
3,1,7,1,40,44,1,250
3,1,7,2,59,44,1,4
3,1,7,1,29,44,1,20
3,1,7,1,69,41,3,36
3,1,7,2,72,44,3,6
3,1,7,2,37,43,1,5
3,1,7,2,64,44,1,300
3,1,7,2,68,44,1,10
3,1,7,1,73,43,3,24
3,1,7,1,32,43,1,24
3,1,0,1,68,36,3,6
3,1,7,2,32,43,2,500
3,1,6,1,66,42,1,200
3,1,6,2,53,42,1,200
3,2,0,2,49,44,1,9
3,1,5,2,65,42,3,24
3,1,5,2,47,43,1,10
3,1,5,1,46,44,1,10
3,1,5,1,56,40,1,20
3,1,7,2,79,44,3,3
3,1,5,1,58,43,1,6
3,1,5,2,57,44,1,48
3,1,5,2,39,43,1,72
3,1,2,1,54,43,1,8
3,1,2,1,24,44,1,100
3,1,5,2,42,42,1,100
3,1,3,2,68,44,3,50
3,1,3,1,54,43,1,8
3,1,3,2,54,44,1,4
3,2,0,2,32,37,1,160
4,1,2,2,39,44,2,10
4,1,2,1,20,40,2,45
4,2,0,1,38,43,1,12
4,2,0,2,85,40,2,35
4,2,0,2,60,40,1,10
4,1,2,2,22,39,2,25
4,1,2,2,21,39,1,25
4,1,4,2,45,36,2,9
4,1,4,2,47,40,1,32
4,1,3,2,52,43,1,20
4,2,0,2,74,42,3,2
4,1,0,1,40,43,1,8
4,2,0,2,34,43,1,100
4,1,5,1,19,40,2,10
4,1,5,2,60,43,1,50
4,1,5,2,41,43,2,12
4,1,0,2,28,44,1,10
4,1,4,2,34,43,1,52
4,1,4,1,28,41,1,12
4,1,4,2,29,43,1,120
4,2,0,2,43,42,1,150
4,2,0,1,43,39,1,10
6,1,5,2,80,39,3,500
6,1,2,2,40,44,1,50
6,2,0,2,53,43,1,10
6,1,5,2,51,43,1,5
6,2,0,2,77,39,3,12
7,1,3,1,53,43,1,100
7,1,3,2,70,39,3,48
7,1,5,1,42,39,1,300
7,1,5,2,51,39,2,300
1,2,0,1,37,43,1,160
1,2,0,2,40,40,1,12
1,2,0,1,68,43,1,100
1,2,0,2,18,39,1,25
1,2,0,2,30,43,1,20
1,2,0,1,64,43,2,52
1,1,2,2,69,43,3,50
1,1,2,2,59,40,3,6
5,1,7,2,37,43,1,100
5,1,7,2,50,44,1,80
5,1,7,2,43,43,1,15
5,1,7,1,49,43,1,40
5,1,7,2,54,46,1,8
1,1,5,1,40,43,1,120
1,1,6,2,44,46,1,400
1,1,6,2,68,43,1,12
1,1,6,2,62,43,1,4
1,1,6,1,60,40,1,30
1,1,6,1,56,44,1,15
1,1,6,2,39,45,1,24
1,1,4,2,28,44,1,1
3,1,0,2,76,39,3,36
3,1,0,1,56,41,1,24
3,2,0,1,66,43,1,20
3,2,0,2,69,44,2,24
3,2,0,1,71,46,3,300
3,1,3,2,85,39,3,72
3,1,2,2,25,42,1,15
3,1,3,2,72,42,3,1
3,1,3,1,71,40,3,1
3,1,4,2,34,44,1,30
3,1,4,2,52,43,2,40
3,1,4,1,67,46,1,50
3,2,0,1,43,43,1,20
3,1,6,1,56,40,1,40
3,1,6,2,64,43,3,48
3,1,6,1,38,40,1,20
3,1,6,2,38,44,2,100
3,1,4,2,59,39,1,20
3,1,4,2,70,39,3,500
3,1,3,2,21,40,2,24
3,1,6,1,79,39,3,12
3,1,6,1,60,40,1,52
4,2,0,1,52,39,1,1
4,2,0,2,31,43,1,10
4,2,0,2,35,41,1,10
4,2,0,2,73,39,3,120
4,2,0,1,54,41,1,36
4,2,0,2,45,41,1,36
4,1,6,2,45,44,1,15
4,1,6,1,46,43,1,25
4,1,6,2,80,44,3,500
4,1,6,2,28,39,1,40
4,1,6,2,61,43,3,150
4,1,6,2,44,43,1,2
4,1,6,2,29,45,1,10
4,1,6,2,60,44,3,96
4,1,6,2,27,43,1,30
4,1,0,1,46,43,1,4
4,1,0,2,41,42,1,100
6,1,0,2,57,39,1,150
6,2,0,1,69,41,3,25
6,2,0,2,67,44,3,20
6,2,0,2,18,39,1,300
6,2,0,2,65,41,3,30
6,2,0,2,41,40,1,50
6,2,0,2,77,36,3,5
4,1,5,1,34,43,1,72
8,2,0,1,39,43,1,60
8,1,0,1,57,42,2,200
8,2,0,2,43,42,1,150
8,2,0,2,39,39,2,75
8,2,0,1,39,39,1,2
8,2,0,2,45,43,1,10
8,2,0,1,48,44,3,5
8,2,0,1,59,41,3,500
8,2,0,2,64,41,1,500
8,2,0,2,33,40,1,6
8,1,0,1,31,43,1,30
8,1,0,2,64,41,3,144
4,1,4,1,31,41,1,4
4,2,0,1,37,41,1,120
4,1,0,1,33,44,1,4
4,1,0,2,21,40,1,10
4,1,0,1,42,43,1,30
4,1,4,1,85,43,3,3
8,1,5,1,43,44,1,40
8,1,5,1,53,40,2,100
1,2,0,1,59,43,1,200
1,1,6,1,58,39,1,8
2,1,7,2,60,43,1,60
2,1,7,1,60,43,1,100
2,1,7,1,48,43,1,160
2,1,7,2,35,43,1,3
2,1,7,1,37,43,1,3
2,1,7,1,61,43,3,2
2,1,0,2,72,44,3,96
2,1,0,2,73,44,3,6
2,1,7,2,45,44,1,60
2,1,7,1,21,42,2,300
2,1,7,1,80,44,3,5
2,1,7,2,80,39,3,200
8,1,4,2,78,39,3,10
8,2,0,2,71,40,3,312
8,1,2,2,44,44,1,20
8,1,2,2,41,33,2,24
8,1,2,2,80,44,3,48
2,1,3,2,45,39,1,100
2,1,3,2,61,44,1,40
2,1,3,2,40,44,1,155
2,1,7,1,60,38,1,10
2,1,5,2,25,43,1,100
2,2,0,2,75,44,3,10
2,1,7,2,48,45,1,6
2,1,7,2,44,44,1,25
2,1,7,2,58,44,1,500
2,1,7,1,66,45,1,4
2,1,7,2,78,40,3,500
2,1,7,1,52,44,1,12
2,1,7,2,45,43,2,4
2,1,4,1,38,43,1,100
2,1,7,2,26,43,1,8
2,1,4,1,65,41,2,60
2,1,2,2,63,40,1,12
2,1,7,1,56,44,3,9
2,1,7,2,57,44,1,9
2,1,7,2,37,43,1,10
5,1,0,1,43,40,1,220
5,1,3,1,32,42,1,12
5,1,3,1,22,39,2,400
5,1,4,1,54,43,1,4
5,1,4,1,66,45,1,200
5,1,4,2,65,44,2,50
5,1,3,2,57,43,3,70
4,1,2,2,40,43,1,5
4,2,0,1,26,43,1,20
4,2,0,1,75,43,3,150
4,2,0,2,74,43,3,120
4,2,0,1,34,40,1,180
4,2,0,2,32,43,1,240
4,2,0,1,68,39,3,20
4,2,0,2,43,44,1,24
4,2,0,2,47,40,2,24
4,2,0,2,44,43,1,5
4,2,0,1,48,44,1,144
4,2,0,2,50,43,2,260
3,1,5,2,74,39,3,20
3,1,5,1,85,36,3,20
3,1,5,2,53,39,2,48
3,1,5,1,34,44,2,40
3,1,5,1,58,45,1,5
3,1,5,2,57,45,1,60
3,1,4,2,50,42,1,144
3,1,4,2,46,40,2,60
3,1,3,2,40,40,1,10
3,1,3,1,18,39,1,10
3,2,0,1,32,41,1,50
3,1,4,2,51,40,1,468
7,1,5,1,69,41,3,80
7,1,5,2,85,42,3,125
7,1,4,2,31,41,2,12
9,1,5,2,54,43,1,10
9,1,2,1,41,43,1,4
9,1,2,2,43,44,1,100
9,1,2,1,42,43,1,192
9,1,3,1,62,41,2,50
9,1,0,2,43,43,1,20
9,1,3,2,66,40,1,500
9,1,5,2,31,44,1,5
9,1,5,1,39,44,1,18
9,1,5,1,48,46,1,200
9,1,5,2,49,43,1,40
9,1,5,1,39,43,1,25
2,1,2,1,58,41,1,10
2,1,2,2,57,41,1,10
2,2,0,2,55,46,2,150
2,2,0,2,43,40,2,5
2,2,0,1,71,39,3,10
2,2,0,2,69,44,2,48
2,1,4,2,41,40,2,50
2,1,0,2,41,40,2,365
2,2,0,2,44,39,1,375
2,2,0,1,24,34,1,30
2,1,5,2,55,39,2,50
2,1,5,1,80,39,2,70
2,1,3,1,58,40,1,20
2,1,3,2,57,40,1,20
1,1,5,2,39,44,1,1
1,1,5,1,67,39,3,180
1,1,5,1,74,44,2,10
1,1,5,2,63,40,2,12
1,1,5,1,62,41,3,120
1,1,5,2,63,44,3,240
1,1,5,2,49,43,1,36
1,1,5,1,49,44,1,100
5,1,3,1,57,42,1,160
5,1,5,1,38,41,1,4
5,1,4,2,44,35,1,12
5,1,4,2,36,42,2,30
5,1,4,1,35,40,1,10
5,1,4,1,40,39,1,10
5,1,4,2,41,39,1,20
5,2,0,1,62,43,1,15
5,2,0,2,60,39,1,20
5,2,0,1,75,40,3,500
5,1,4,2,66,43,3,4
4,2,0,2,28,43,1,150
4,2,0,2,27,40,2,1
4,2,0,2,46,41,1,1
4,2,0,2,74,43,3,120
4,2,0,2,54,39,1,4
4,2,0,2,22,39,1,12
4,1,2,1,55,40,3,3
4,1,0,2,79,43,3,20
4,2,0,1,68,43,1,10
4,2,0,2,63,45,1,12
4,2,0,2,25,43,1,4
4,2,0,1,50,41,1,10
6,1,2,2,70,40,3,4
6,1,5,1,43,39,1,240
6,1,5,2,30,43,1,30
6,1,4,2,23,38,1,10
6,1,4,2,44,45,1,500
6,1,4,1,61,45,1,500
6,1,3,1,72,44,3,180
6,1,4,2,47,45,1,120
6,1,4,1,49,43,1,12
6,1,4,2,26,42,1,50
6,2,0,2,50,40,1,3
6,2,0,2,79,39,3,4
6,1,5,2,65,43,3,20
6,1,5,2,32,44,1,24
6,1,3,2,52,39,1,15
6,1,3,1,55,39,1,40
7,1,3,2,72,41,3,10
7,1,5,1,80,43,3,35
7,1,5,1,46,43,1,40
7,1,5,2,31,43,2,12
7,1,5,1,39,43,1,5
7,1,5,1,38,40,2,50
7,1,5,2,37,43,1,100
7,1,7,2,43,39,1,16
7,1,7,1,45,40,1,40
7,1,7,2,68,43,3,180
7,1,7,2,50,33,1,2
7,1,2,2,40,41,1,24
7,1,7,1,70,43,1,500
7,1,7,2,26,40,1,8
7,1,7,1,42,46,1,8
7,1,7,2,43,43,2,240
7,1,7,2,29,42,1,100
7,1,4,2,40,44,1,20
7,1,7,2,51,43,3,8
7,1,5,2,67,40,3,300
7,1,5,1,68,40,1,200
7,1,7,1,62,43,1,15
7,1,7,2,59,43,2,20
7,1,7,1,51,43,1,5
7,1,2,1,68,41,3,7
7,1,2,2,64,41,3,2
7,1,7,2,37,45,1,10
7,1,5,1,56,44,3,50
7,1,5,2,56,46,1,100
7,2,0,2,64,40,3,24
7,1,5,1,33,39,1,3
7,1,7,1,28,39,1,10
7,1,7,2,24,39,2,12
7,2,0,2,31,39,2,5
8,1,4,1,36,44,1,100
8,1,4,2,36,44,2,50
8,1,4,1,72,39,3,96
8,1,5,2,40,39,2,10
8,1,5,2,43,43,1,30
8,1,5,2,50,44,1,12
8,1,5,2,32,43,2,250
8,1,5,1,35,46,1,250
8,1,5,1,41,44,1,40
8,1,5,2,37,43,2,30
8,1,5,2,37,43,2,240
8,1,5,1,39,43,1,60
8,1,5,1,55,43,1,100
8,1,5,2,48,39,1,40
8,1,4,1,19,40,1,150
8,1,4,2,19,40,1,150
8,1,4,2,22,40,1,6
8,1,4,1,22,42,1,6
8,1,4,1,39,43,1,10
8,1,4,2,37,44,1,20
1,2,0,1,69,45,1,30
1,2,0,1,85,42,3,100
1,1,2,2,38,41,1,60
1,1,2,1,35,44,1,3
1,1,2,2,69,43,2,1
1,2,0,2,59,44,1,60
1,2,0,2,59,39,1,16
1,2,0,2,66,44,3,100
